issue_id,severity,rule,cwe,file,line,status,evidence
8995c8e5-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/migrations/012_memory_cleanup.sql,106,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/migrations/012_memory_cleanup.sql:106
8995c8e8-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/migrations/012_memory_cleanup.sql,112,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/migrations/012_memory_cleanup.sql:112
8995c8f7-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/scripts/migrate_staging_to_nexus.py,13,FIXED,硬編碼 DB 密碼已移除，改由環境／.env 讀（+ 密碼已 rotate）— backend/scripts/migrate_staging_to_nexus.py:13
8995c8fa-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/scripts/outage_drill.py,69,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/scripts/outage_drill.py:69
8995c906-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/scripts/test_ai_edit_all_modules.py,28,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/scripts/test_ai_edit_all_modules.py:28
8995c918-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/scripts/upload_namecard_to_g08.py,18,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/scripts/upload_namecard_to_g08.py:18
8995c91b-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/tests/test_integrations.py,21,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/tests/test_integrations.py:21
8995c91e-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/tests/test_integrations.py,22,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/tests/test_integrations.py:22
8995c92a-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/tests/test_whatsapp.py,19,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/tests/test_whatsapp.py:19
8995c92d-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,backend/tests/test_whatsapp.py,20,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— backend/tests/test_whatsapp.py:20
8a08ecbe-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,scripts/import_crm_export.py,8,FIXED,含真 PII／credential 嘅檔案整個刪走 — scripts/import_crm_export.py:8
8a08ecd3-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,src/components/ConnectDialog.tsx,210,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— src/components/ConnectDialog.tsx:210
8a08ecfa-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,src/modules/projects/CalendarViews/types.ts,44,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— src/modules/projects/CalendarViews/types.ts:44
8a08ed06-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,src/pages/LoginPage.tsx,36,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— src/pages/LoginPage.tsx:36
8a08ed0f-b0c6-11f1-a946-1258f406b98f,High,Authentication.Credentials.Unprotected,522,tests/e2e/helpers/auth.ts,38,FP-ACCEPT,UUID／公開 client id／測試假 fixture（已 regex 驗證檔內無真 secret pattern）— tests/e2e/helpers/auth.ts:38
8995c930-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,400,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:400
8995c933-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,490,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:490
8995c936-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,500,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:500
8995c939-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,556,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:556
8995c93c-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,596,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:596
8995c93f-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,617,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:617
8995c942-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,802,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:802
8995c945-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,879,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:879
8995c948-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/index.html,903,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/index.html:903
8995c94b-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,432,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:432
8995c94e-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,535,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:535
8a08ec49-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,556,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:556
8a08ec4c-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,599,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:599
8a08ec4f-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,625,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:625
8a08ec52-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,638,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:638
8a08ec55-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,654,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:654
8a08ec58-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,696,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:696
8a08ec5b-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,736,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:736
8a08ec5e-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,757,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:757
8a08ec61-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,942,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:942
8a08ec64-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,1019,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:1019
8a08ec67-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design02/nexus-crm-notion-ai-enhanced.html,1043,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design02/nexus-crm-notion-ai-enhanced.html:1043
8a08ec6a-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design03/index.html,531,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design03/index.html:531
8a08ec6d-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design03/index.html,858,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design03/index.html:858
8a08ec70-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design03/index.html,883,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design03/index.html:883
8a08ec73-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,170,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:170
8a08ec76-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,191,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:191
8a08ec79-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,199,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:199
8a08ec7c-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,218,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:218
8a08ec7f-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,229,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:229
8a08ec82-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,236,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:236
8a08ec85-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,242,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:242
8a08ec88-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,255,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:255
8a08ec8b-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,269,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:269
8a08ec8e-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,281,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:281
8a08ec91-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,317,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:317
8a08ec94-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,327,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:327
8a08ec97-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,359,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:359
8a08ec9a-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/design04/data-table-demo.html,373,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/design04/data-table-demo.html:373
8a08ec9d-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/js/main.js,107,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/js/main.js:107
8a08eca0-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/js/main.js,118,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/js/main.js:118
8a08eca3-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/js/main.js,129,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/js/main.js:129
8a08eca6-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/portal/index.html,790,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/portal/index.html:790
8a08eca9-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/portal/index.html,1181,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/portal/index.html:1181
8a08ecac-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/portal/index.html,1206,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/portal/index.html:1206
8a08ecaf-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,public/portal/index.html,1309,FIXED,legacy 靜態頁已刪（Less is more；46/49 屬呢類）— public/portal/index.html:1309
8a08ecd0-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,src/components/ConnectDialog.tsx,158,FIXED,"改用 src/lib/safeUrl.ts 白名單（擋 javascript:/data:/協議相對 URL）+ noopener,noreferrer — src/components/ConnectDialog.tsx:158"
8a08ecdc-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,src/components/ai/chat/ChatboxPanel.tsx,303,FIXED,"改用 src/lib/safeUrl.ts 白名單（擋 javascript:/data:/協議相對 URL）+ noopener,noreferrer — src/components/ai/chat/ChatboxPanel.tsx:303"
8a08ed00-b0c6-11f1-a946-1258f406b98f,High,Reflected Cross Site Scripting,79,src/namecards/NameCardDetailModal.tsx,156,FIXED,"改用 src/lib/safeUrl.ts 白名單（擋 javascript:/data:/協議相對 URL）+ noopener,noreferrer — src/namecards/NameCardDetailModal.tsx:156"
8914f2b2-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/app/routers/ai.py,5401,FP-ACCEPT,假測試資料／欄位 mapping／無敏感內容 — backend/app/routers/ai.py:5401
8914f2bb-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/app/routers/whatsapp.py,100,FIXED,OpenAPI 範例嘅真手機號已換成 +85200000000（v7.88.9）— backend/app/routers/whatsapp.py:100
8914f2be-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/app/routers/whatsapp.py,182,FIXED,OpenAPI 範例嘅真手機號已換成 +85200000000（v7.88.9）— backend/app/routers/whatsapp.py:182
8995c909-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/scripts/test_ai_edit_all_modules.py,193,FP-ACCEPT,假測試資料／欄位 mapping／無敏感內容 — backend/scripts/test_ai_edit_all_modules.py:193
8995c90c-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/scripts/test_ai_edit_all_modules.py,195,FP-ACCEPT,假測試資料／欄位 mapping／無敏感內容 — backend/scripts/test_ai_edit_all_modules.py:195
8995c90f-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/scripts/test_update_contact_fields.py,24,FP-ACCEPT,假測試資料／欄位 mapping／無敏感內容 — backend/scripts/test_update_contact_fields.py:24
8995c912-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/scripts/test_update_contact_fields.py,95,FP-ACCEPT,假測試資料／欄位 mapping／無敏感內容 — backend/scripts/test_update_contact_fields.py:95
8995c915-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,backend/scripts/test_update_contact_fields.py,167,FP-ACCEPT,假測試資料／欄位 mapping／無敏感內容 — backend/scripts/test_update_contact_fields.py:167
8a08ecc1-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,scripts/import_crm_export.py,54,FIXED,真客戶 PII 檔已刪（5 處：CPCE／律敦治／太興 CEO 姓名地址）— scripts/import_crm_export.py:54
8a08ecc4-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,scripts/import_crm_export.py,59,FIXED,真客戶 PII 檔已刪（5 處：CPCE／律敦治／太興 CEO 姓名地址）— scripts/import_crm_export.py:59
8a08ecc7-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,scripts/import_crm_export.py,64,FIXED,真客戶 PII 檔已刪（5 處：CPCE／律敦治／太興 CEO 姓名地址）— scripts/import_crm_export.py:64
8a08ecca-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,scripts/import_crm_export.py,69,FIXED,真客戶 PII 檔已刪（5 處：CPCE／律敦治／太興 CEO 姓名地址）— scripts/import_crm_export.py:69
8a08eccd-b0c6-11f1-a946-1258f406b98f,High,Sensitive Information in Sent Data,201,scripts/import_crm_export.py,75,FIXED,真客戶 PII 檔已刪（5 處：CPCE／律敦治／太興 CEO 姓名地址）— scripts/import_crm_export.py:75
8995c8d9-b0c6-11f1-a946-1258f406b98f,High,SQL Injection,89,backend/migrations/003_custom_fields_engine.sql,355,FP-ACCEPT,參數化查詢（SQLAlchemy text() + bind params）／migration 內 SQL 非用戶輸入 — backend/migrations/003_custom_fields_engine.sql:355
8995c921-b0c6-11f1-a946-1258f406b98f,High,SQL Injection,89,backend/tests/test_note_mentions.py,74,FP-ACCEPT,參數化查詢（SQLAlchemy text() + bind params）／migration 內 SQL 非用戶輸入 — backend/tests/test_note_mentions.py:74
8995c924-b0c6-11f1-a946-1258f406b98f,High,SQL Injection,89,backend/tests/test_note_mentions.py,80,FP-ACCEPT,參數化查詢（SQLAlchemy text() + bind params）／migration 內 SQL 非用戶輸入 — backend/tests/test_note_mentions.py:80
8995c927-b0c6-11f1-a946-1258f406b98f,High,SQL Injection,89,backend/tests/test_note_mentions.py,82,FP-ACCEPT,參數化查詢（SQLAlchemy text() + bind params）／migration 內 SQL 非用戶輸入 — backend/tests/test_note_mentions.py:82
8914f2a9-b0c6-11f1-a946-1258f406b98f,High,XML Injection,91,backend/app/ai/briefing_sources.py,561,FIXED,改用 defusedxml 解析外部 XML（briefing_sources.py:561）— backend/app/ai/briefing_sources.py:561
8a08ecd9-b0c6-11f1-a946-1258f406b98f,Medium,Cross-Site Scripting,79,src/components/SvcIcon.tsx,64,FIXED,dangerouslySetInnerHTML 全部包 sanitizeHtml()；SvcIcon 剝 script／foreignObject／on* — src/components/SvcIcon.tsx:64
8a08ecdf-b0c6-11f1-a946-1258f406b98f,Medium,Cross-Site Scripting,79,src/components/editor/NexusEditor.tsx,822,FIXED,dangerouslySetInnerHTML 全部包 sanitizeHtml()；SvcIcon 剝 script／foreignObject／on* — src/components/editor/NexusEditor.tsx:822
8a08ecf4-b0c6-11f1-a946-1258f406b98f,Medium,Cross-Site Scripting,79,src/modules/companies/CompanyDetailTabs.tsx,449,FIXED,dangerouslySetInnerHTML 全部包 sanitizeHtml()；SvcIcon 剝 script／foreignObject／on* — src/modules/companies/CompanyDetailTabs.tsx:449
8a08ecf7-b0c6-11f1-a946-1258f406b98f,Medium,Cross-Site Scripting,79,src/modules/contacts/ContactDetailTabs.tsx,394,FIXED,dangerouslySetInnerHTML 全部包 sanitizeHtml()；SvcIcon 剝 script／foreignObject／on* — src/modules/contacts/ContactDetailTabs.tsx:394
8a08ecfd-b0c6-11f1-a946-1258f406b98f,Medium,Cross-Site Scripting,79,src/modules/shared/EntityNotesPanel.tsx,320,FIXED,dangerouslySetInnerHTML 全部包 sanitizeHtml()；SvcIcon 剝 script／foreignObject／on* — src/modules/shared/EntityNotesPanel.tsx:320
8a08ed03-b0c6-11f1-a946-1258f406b98f,Medium,Cross-Site Scripting,79,src/pages/ContactDetailPage.tsx,868,FIXED,dangerouslySetInnerHTML 全部包 sanitizeHtml()；SvcIcon 剝 script／foreignObject／on* — src/pages/ContactDetailPage.tsx:868
8914f2ac-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/app/ai/model_router.py,90,FIXED,log 收窄 debug level／錯誤訊息遮蔽（唔再回 raw exception）— backend/app/ai/model_router.py:90
8914f2af-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/app/ai/model_router.py,132,FIXED,log 收窄 debug level／錯誤訊息遮蔽（唔再回 raw exception）— backend/app/ai/model_router.py:132
8914f2ca-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/app/services/prompt_eval.py,153,FIXED,log 收窄 debug level／錯誤訊息遮蔽（唔再回 raw exception）— backend/app/services/prompt_eval.py:153
8995c8eb-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/scripts/dev_login.py,70,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— backend/scripts/dev_login.py:70
8995c8ee-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/scripts/load_test.py,131,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— backend/scripts/load_test.py:131
8995c8f1-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/scripts/load_test.py,148,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— backend/scripts/load_test.py:148
8995c8f4-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/scripts/load_test.py,151,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— backend/scripts/load_test.py:151
8995c8fd-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/scripts/outage_drill.py,71,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— backend/scripts/outage_drill.py:71
8995c900-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/scripts/outage_drill.py,76,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— backend/scripts/outage_drill.py:76
8995c903-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,backend/scripts/outage_drill.py,80,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— backend/scripts/outage_drill.py:80
8a08ecb2-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,scripts/add_editor_i18n_keys.py,194,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— scripts/add_editor_i18n_keys.py:194
8a08ecb5-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,scripts/add_editor_i18n_keys.py,207,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— scripts/add_editor_i18n_keys.py:207
8a08ecb8-b0c6-11f1-a946-1258f406b98f,Medium,Improper Handling of Exceptional Conditions,497,scripts/add_notes_i18n_keys.py,144,FP-ACCEPT,本機 dev CLI 將結果 print 落自己 terminal（非 web response；dev-login 已 double-flag gate + 404）— scripts/add_notes_i18n_keys.py:144
